50	10								
59	47	20	43	49	74	38	46	18	12
30	1	90	97	5	70	59	63	15	93
22	58	68	3	33	48	27	12	65	21
70	81	2	32	72	57	32	25	13	87
38	17	48	53	57	17	25	50	72	72
51	15	72	8	34	90	40	44	47	77
63	84	75	75	71	13	10	97	81	31
48	62	71	70	6	94	10	71	29	99
92	29	91	99	54	64	89	89	38	87
91	21	56	49	43	20	27	68	99	73
62	6	3	89	48	97	79	21	96	77
67	83	70	49	50	50	60	28	15	50
73	18	55	49	66	56	90	29	87	4
27	94	71	33	31	68	45	52	95	40
48	28	46	73	89	35	98	97	67	9
7	51	48	4	29	62	37	15	10	66
55	46	65	48	61	36	69	14	78	100
4	4	31	49	28	78	73	26	29	26
19	97	37	30	37	16	15	89	11	16
30	95	86	22	17	16	61	79	24	9
71	39	93	87	38	7	24	1	91	34
83	40	37	25	68	47	81	62	96	19
45	33	12	63	32	40	60	54	66	92
40	67	83	11	62	69	46	93	80	50
100	6	82	78	5	43	18	73	86	62
97	75	81	22	38	2	53	44	73	74
74	89	14	33	11	43	70	58	47	8
73	46	62	27	63	34	58	91	11	80
14	24	27	62	72	85	98	99	25	7
100	29	8	55	88	96	23	98	19	79
53	11	74	66	94	66	98	87	5	85
68	77	88	47	51	73	16	17	87	96
69	40	46	62	23	31	45	21	15	40
34	41	10	17	25	33	17	28	45	68
7	26	79	76	35	92	77	15	27	69
47	31	83	28	92	83	96	18	84	45
54	96	8	28	94	50	20	28	99	65
9	13	81	1	94	82	29	82	27	45
64	22	51	33	9	25	22	64	78	88
38	25	16	24	62	4	39	77	36	60
72	6	40	56	23	39	38	5	75	44
26	33	37	84	61	86	22	94	93	17
88	39	63	43	98	27	32	20	25	25
73	70	57	5	100	31	34	11	98	76
77	4	85	50	9	45	35	3	41	80
20	36	9	89	4	32	76	20	84	6
99	64	7	68	67	85	60	23	55	52
13	7	80	57	22	78	75	17	70	55
40	87	34	96	27	78	53	40	72	91
77	8	14	76	19	82	86	21	10	51
