20	15													
78	37	79	98	100	21	82	27	7	22	9	57	84	91	5
13	81	100	77	45	39	60	87	38	91	17	85	43	81	33
47	9	31	40	86	27	69	50	87	34	13	15	95	96	72
26	61	5	22	26	52	57	97	10	68	8	49	41	16	35
68	41	46	58	37	59	22	43	49	21	42	70	13	2	76
47	60	23	23	57	60	35	56	54	73	81	61	15	70	51
63	21	10	50	12	84	91	7	44	75	60	72	28	83	52
52	100	38	79	90	52	81	54	51	11	76	50	24	12	23
91	21	59	55	39	75	3	11	14	24	36	72	48	69	55
100	54	77	53	90	91	53	68	18	86	28	61	86	36	15
63	58	93	24	18	78	74	57	100	92	51	73	6	12	83
96	60	79	84	86	31	41	79	63	17	31	65	41	77	74
54	55	89	77	40	71	21	43	60	58	13	3	73	44	85
50	33	51	100	46	27	30	80	56	50	97	70	9	22	92
17	7	12	66	98	25	76	25	76	25	69	69	73	45	74
46	76	32	32	28	48	63	92	85	69	24	38	57	21	66
91	42	30	39	97	72	96	78	71	75	17	26	94	3	39
99	93	57	23	52	89	4	74	21	10	53	94	59	100	68
20	84	25	1	72	63	79	63	17	38	21	36	1	73	58
18	4	21	43	55	86	99	38	81	74	34	40	61	76	100
