75	20																		
55	40	64	57	84	85	40	96	68	37	70	48	85	67	43	47	35	69	72	51
24	12	19	81	46	1	88	66	16	20	41	75	85	16	41	18	31	57	77	26
81	90	30	12	61	31	69	13	6	51	46	75	43	70	99	81	23	33	94	39
84	10	89	73	60	86	49	36	44	14	26	21	37	89	36	86	66	33	15	14
10	34	14	13	97	2	21	59	59	21	51	12	72	61	92	7	38	17	58	99
64	47	46	6	51	40	2	29	5	7	11	71	78	95	35	40	45	72	65	68
77	60	53	50	28	86	35	21	63	35	24	47	9	27	58	10	17	8	3	19
3	8	27	68	57	51	86	32	38	89	32	12	46	19	78	66	8	61	64	76
22	54	84	9	93	70	48	86	57	81	2	66	92	56	36	80	99	92	65	86
37	83	68	45	15	6	37	32	78	46	26	32	78	50	100	51	92	88	48	25
80	6	46	77	28	43	96	43	79	46	22	58	58	36	63	3	19	58	82	88
5	58	9	27	62	92	93	17	64	66	32	17	12	75	40	84	34	40	57	2
91	1	75	43	72	90	19	78	64	18	23	9	45	54	76	68	17	94	91	13
44	21	86	99	36	98	92	74	33	36	87	56	86	82	36	52	72	5	27	95
92	28	9	93	61	1	53	79	51	83	41	7	90	97	12	61	29	86	31	47
90	59	37	49	75	10	70	91	23	45	28	36	37	58	23	42	43	71	96	92
19	75	86	16	33	62	36	34	78	31	14	41	31	52	10	70	93	22	38	78
83	60	99	66	15	16	67	55	71	78	93	45	2	91	41	42	84	24	1	80
11	28	43	98	26	60	5	29	82	47	80	96	5	9	7	82	46	90	51	94
58	12	10	36	95	5	18	54	15	25	19	69	19	67	26	39	34	53	80	46
4	75	17	28	78	85	98	53	100	21	76	62	50	53	41	85	27	76	6	83
54	1	7	48	52	62	62	75	92	71	44	97	26	76	17	20	29	45	70	78
38	3	47	93	25	22	52	94	71	38	40	24	3	72	48	67	72	70	41	31
9	16	29	87	24	76	36	6	40	6	5	16	59	3	50	74	8	87	9	64
48	1	69	80	5	59	6	37	30	87	8	71	1	55	66	15	18	58	93	26
59	44	11	43	47	34	78	35	96	16	41	14	57	37	63	88	7	67	35	91
72	56	21	76	56	85	95	72	17	55	19	91	83	88	33	17	5	27	1	56
42	72	92	2	60	23	25	48	98	89	87	77	57	66	94	49	65	73	84	46
49	54	41	70	15	85	58	85	68	30	11	70	85	58	87	59	68	65	1	9
96	88	10	53	100	32	14	33	83	13	82	94	97	76	80	45	18	91	94	18
15	84	66	49	20	49	33	64	21	99	20	97	46	54	64	30	45	61	31	71
58	79	1	81	4	47	83	78	88	74	64	52	13	55	58	63	5	10	4	92
8	34	33	99	8	63	57	97	14	49	83	58	2	63	3	17	75	100	29	30
66	34	4	76	10	57	70	70	52	61	70	39	44	91	66	91	62	16	50	58
65	90	81	10	16	15	66	71	83	69	40	42	92	73	40	8	94	71	32	75
58	38	56	25	56	48	12	97	12	60	36	42	27	70	42	16	27	98	69	3
24	40	46	68	83	92	100	73	67	46	26	36	52	70	14	89	40	61	78	91
69	81	94	14	78	9	47	46	4	60	2	48	99	82	24	26	38	43	100	13
23	72	66	61	46	83	95	91	3	66	81	26	21	43	62	49	51	57	3	67
39	49	55	32	16	26	12	5	68	48	4	45	98	13	47	8	32	39	80	77
99	73	79	76	42	73	89	13	28	18	40	2	35	78	21	75	63	48	47	91
5	30	78	66	5	87	44	62	39	12	80	21	62	50	51	50	47	72	46	82
89	30	22	100	8	52	19	26	81	89	42	50	32	64	29	55	15	21	45	49
4	11	100	3	83	79	81	3	57	38	67	62	27	81	72	39	21	30	36	16
31	32	32	22	83	6	23	17	97	67	23	57	50	88	23	75	44	62	36	30
74	80	59	31	88	91	61	16	57	14	3	57	32	94	49	63	90	2	87	65
63	66	47	29	4	22	38	74	16	39	23	12	27	37	41	25	87	60	57	20
52	25	91	38	58	10	21	89	79	29	25	94	14	77	18	9	92	74	37	18
21	18	5	8	7	90	2	85	74	93	77	1	99	99	20	90	82	3	45	8
75	32	34	11	30	23	99	10	58	69	71	58	11	15	17	65	64	34	23	62
44	77	44	47	32	95	53	37	9	16	25	13	4	62	99	58	67	77	39	80
82	90	26	38	41	17	31	65	33	21	79	39	59	98	83	18	45	69	84	85
69	31	99	33	14	25	27	17	59	95	2	35	80	12	13	18	79	70	75	25
10	86	5	5	30	80	57	42	41	74	85	23	97	13	55	56	72	67	55	73
33	66	10	54	92	68	62	14	60	19	47	54	64	38	1	56	55	70	91	29
95	7	7	1	32	100	12	30	20	15	28	99	62	47	69	66	82	15	75	15
75	70	13	97	4	12	97	14	51	74	96	57	94	26	1	60	33	64	25	81
77	41	71	13	87	65	35	14	8	32	44	52	91	87	64	36	13	1	82	98
31	30	47	49	86	44	68	4	69	49	89	33	7	65	50	18	50	39	14	67
91	75	33	29	31	61	63	83	41	11	72	72	22	22	76	54	1	13	13	10
38	35	48	99	76	51	12	74	52	30	61	69	41	42	84	17	45	84	95	76
77	97	32	35	2	76	33	25	57	41	49	46	93	38	43	6	86	38	4	38
36	72	54	34	12	21	68	9	36	5	51	52	33	45	43	44	54	85	7	94
70	95	5	20	37	97	84	26	94	8	12	60	40	23	2	80	4	63	95	69
60	27	3	41	32	41	73	98	60	62	97	69	20	60	63	87	15	31	86	10
9	55	89	71	75	13	52	75	89	1	98	3	2	65	92	64	92	76	22	91
48	90	31	8	72	99	64	28	60	88	34	9	41	76	82	34	65	8	70	10
32	66	22	76	52	10	75	58	79	7	46	62	16	51	49	45	89	64	23	92
39	46	78	22	70	83	79	87	76	70	2	59	33	79	37	72	42	4	97	83
75	15	41	21	6	77	91	63	3	13	93	24	20	69	12	11	31	15	35	58
69	84	79	71	64	79	55	61	43	97	37	6	32	58	66	88	84	7	4	16
76	89	84	96	74	100	37	79	98	7	77	77	50	6	17	50	56	17	96	79
76	91	73	43	91	76	30	39	99	55	78	38	78	100	6	70	28	4	28	95
73	76	88	86	94	68	51	91	1	77	34	9	45	50	2	48	3	56	43	40
97	55	97	24	89	61	41	8	83	33	61	42	6	92	95	6	11	83	8	10
