0,4,8,5,8,2,8,10,5,7,9,0
0,5,7,15,20,6,15,13,4,5,8,0
0,77,76,81,74,133,108,94,118,102,140,140
0,81,81,92,88,138,119,104,121,106,146,146
0,12,8,20,3,4,12,2,20,10,2,0
0,3,1.6,1.8182,0.21429,0.8,1.0909,0.2,6.6667,2.5,0.33333,0
0,8,4,7,3,4,2,3,9,6,10,0
0,0,2,2,2,9,8,9,5,8,6,0
0,3,0,5,3,2,5,9,7,9,7,0
0,10,2,0,5,3,7,2,6,6,10,0
0,6,4,5,0,7,9,7,9,4,5,0
0,6,8,8,7,0,10,6,3,2,3,0
0,9,4,5,3,9,0,3,5,8,2,0
0,4,7,9,3,7,6,0,5,5,3,0
0,3,7,6,8,3,3,2,0,6,9,0
0,3,3,3,2,4,9,10,9,0,4,0
0,2,3,6,8,6,2,8,6,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0
