0,8,10,7,6,7,10,6,10,8,11,0
0,18,5,2,12,17,16,12,6,10,6,0
0,146,110,123,141,121,139,77,86,87,136,146
0,159,114,125,150,133,151,86,91,94,141,159
0,5,20,16,15,7,9,7,9,15,10,0
0,0.38462,5,8,1.6667,0.58333,0.75,0.77778,1.8,2.1429,2,0
0,4,3,6,5,10,10,5,9,4,9,0
0,0,8,3,9,2,2,5,6,8,10,0
0,5,0,9,10,2,3,3,3,8,3,0
0,4,2,0,4,9,3,5,9,5,7,0
0,6,3,2,0,10,10,2,8,3,2,0
0,5,5,9,4,0,2,5,4,3,2,0
0,6,6,9,7,6,0,4,6,2,2,0
0,8,9,7,8,6,8,0,5,7,3,0
0,3,8,2,6,8,8,2,0,7,2,0
0,8,6,8,9,10,7,9,6,0,7,0
0,9,5,7,10,2,7,6,9,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0
