0,103,108,127,108,134,76,136,138,74,119,127,132,65,107,133,115,131,63,118,139,0
0,10,4,16,10,7,8,11,10,15,14,2,3,10,16,17,13,8,18,6,3,0
0,169,208,153,184,198,102,201,243,157,214,242,185,161,215,196,188,217,131,157,182,243
0,174,210,161,189,202,106,207,248,165,221,243,187,166,223,205,195,221,140,160,184,248
0,9,5,17,13,20,11,6,14,19,13,8,11,9,3,13,18,12,7,19,17,0
0,1.8,2.5,2.125,2.6,5,2.75,1,2.8,2.375,1.8571,8,5.5,1.8,0.375,1.4444,2.5714,3,0.77778,6.3333,8.5,0
0,8,5,9,10,9,6,4,3,8,3,10,4,10,7,3,7,6,2,8,6,0
0,0,4,10,3,2,8,10,5,5,9,5,2,8,5,9,8,8,8,7,8,0
0,7,0,7,3,5,5,6,4,10,4,9,4,7,6,4,8,3,6,8,6,0
0,4,8,0,7,4,8,6,9,8,10,9,9,6,5,5,3,9,8,3,4,0
0,6,6,7,0,7,3,9,10,7,10,5,6,3,5,4,10,6,9,9,4,0
0,10,2,2,8,0,6,5,7,6,6,10,5,3,4,5,6,2,4,10,10,0
0,6,5,10,4,5,0,10,10,9,10,4,3,8,8,4,2,3,3,5,4,0
0,8,5,10,5,9,3,0,10,2,7,3,4,10,4,2,3,4,5,4,9,0
0,6,9,8,5,4,2,8,0,6,9,6,8,7,10,8,5,2,8,6,6,0
0,8,9,4,3,2,5,8,9,0,7,4,9,10,10,2,9,8,3,8,4,0
0,3,7,5,2,10,6,3,5,3,0,2,8,3,4,3,2,2,5,9,7,0
0,4,3,2,6,7,8,9,6,3,10,0,7,8,4,6,5,6,2,10,2,0
0,2,7,6,4,4,3,9,2,10,6,7,0,4,4,4,7,6,2,3,2,0
0,8,8,7,10,5,10,2,9,2,10,7,6,0,4,5,9,4,8,8,10,0
0,9,5,8,8,8,3,7,5,10,5,8,6,9,0,7,2,7,9,2,10,0
0,9,3,2,7,7,5,4,9,8,3,9,4,5,5,0,9,4,10,2,9,0
0,8,4,3,8,5,5,8,10,2,8,2,7,2,9,9,0,10,10,3,10,0
0,2,10,6,10,7,10,6,6,2,4,8,5,10,7,9,4,0,7,6,8,0
0,6,6,5,5,3,3,9,5,9,3,7,4,5,3,2,4,7,0,6,8,0
0,9,9,10,10,9,9,6,2,6,9,8,7,7,9,3,10,5,2,0,8,0
0,9,7,10,10,9,6,7,10,9,8,10,9,4,10,2,7,5,8,9,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
