0,77,197,202,5,58,67,97,107,177,99,169,56,90,194,195,86,185,51,52,137,0
0,5,18,5,16,11,15,14,17,20,13,4,4,12,12,12,6,4,17,20,16,0
0,107,225,269,47,81,92,165,155,263,147,248,84,153,216,239,102,258,109,86,186,0
0,110,234,272,55,87,100,172,164,273,154,250,86,159,222,245,105,260,118,96,194,0
0,17,6,5,5,12,4,6,2,8,20,6,3,9,16,15,15,15,14,18,12,0
0,5.6667,0.66667,1.6667,0.625,2.0,0.5,0.85714,0.22222,0.8,2.8571,3.0,1.5,1.5,2.6667,2.5,5.0,7.5,1.5556,1.8,1.5,0
0,98,29,64,92,67,3,95,16,45,52,40,69,44,57,15,6,17,92,94,47,0
0,6,5,4,6,5,4,9,10,6,6,7,7,7,9,9,10,8,3,6,6,0
0,0,2,6,5,7,10,4,10,3,4,5,8,3,4,5,3,2,6,2,4,0
0,7,0,2,6,10,8,8,7,4,2,8,4,4,8,9,9,9,9,3,9,0
0,2,8,0,5,9,2,4,8,7,6,8,5,3,6,9,9,4,5,2,10,0
0,6,9,8,0,5,5,3,9,4,3,9,8,10,2,2,5,7,7,7,9,0
0,10,4,9,6,0,8,7,6,4,6,5,3,7,7,6,6,8,9,5,6,0
0,5,3,7,6,7,0,3,6,6,3,10,5,2,5,9,4,2,3,8,9,0
0,8,10,2,7,6,7,0,10,10,8,9,8,6,6,3,10,4,6,5,2,0
0,3,9,3,2,3,7,10,0,4,9,10,4,3,10,4,6,5,6,3,8,0
0,4,3,2,2,10,5,5,5,0,5,7,2,9,9,8,2,5,8,5,9,0
0,6,3,4,3,9,7,5,4,2,0,10,5,10,7,10,3,3,10,2,10,0
0,9,6,9,9,5,2,3,2,3,2,0,8,6,8,10,4,7,6,10,5,0
0,4,2,4,7,2,6,3,7,6,8,8,0,4,8,3,2,9,2,4,10,0
0,7,4,10,5,6,6,7,8,3,8,5,9,0,7,3,2,4,2,7,8,0
0,7,8,6,4,7,7,5,3,4,8,10,7,2,0,3,3,2,5,7,10,0
0,10,6,6,5,8,6,2,10,5,3,5,9,3,8,0,3,3,2,6,4,0
0,9,2,4,9,4,9,4,6,2,2,3,3,5,8,3,0,4,10,3,9,0
0,8,5,2,8,3,5,6,3,4,9,3,5,2,5,6,6,0,7,10,9,0
0,6,7,8,2,2,6,7,4,3,5,9,8,2,3,8,3,9,0,7,6,0
0,6,3,9,6,4,10,9,2,7,10,2,5,8,7,4,6,4,8,0,5,0
0,5,8,5,9,10,8,6,9,5,10,7,8,4,5,10,7,2,6,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0
