p50x10_0.txt	1.0	0.5	0.2	9980.500000000002	 0.49
p50x10_0.txt	1.0	0.5	0.2	9826.0	 0.41
p50x10_0.txt	1.0	0.5	0.2	9839.9	 0.421
p50x10_0.txt	1.0	0.5	0.2	10108.1	 0.41
p50x10_0.txt	1.0	0.5	0.2	9958.8	 0.511
p50x10_0.txt	1.0	0.5	0.2	9807.9	 0.471
p50x10_0.txt	1.0	0.5	0.2	9995.6	 0.394
p50x10_0.txt	1.0	0.5	0.2	10120.3	 0.403
p50x10_0.txt	1.0	0.5	0.2	9975.4	 0.396
p50x10_0.txt	1.0	0.5	0.2	10173.0	 0.388
p50x10_0.txt	1.0	0.5	0.2	9957.0	 0.395
p50x10_0.txt	1.0	0.5	0.2	10066.6	 0.391
p50x10_0.txt	1.0	0.5	0.2	10068.7	 0.387
p50x10_0.txt	1.0	0.5	0.2	10048.2	 0.387
p50x10_0.txt	1.0	0.5	0.2	9945.6	 0.39
p50x10_0.txt	1.0	0.5	0.2	10025.3	 0.417
p50x10_0.txt	1.0	0.5	0.2	9912.0	 0.462
p50x10_0.txt	1.0	0.5	0.2	9991.0	 0.462
p50x10_0.txt	1.0	0.5	0.2	9918.1	 0.393
p50x10_0.txt	1.0	0.5	0.2	10152.7	 0.389
p50x10_0.txt	1.0	0.5	0.2	9936.099999999999	 0.391
p50x10_0.txt	1.0	0.5	0.2	9855.9	 0.424
p50x10_0.txt	1.0	0.5	0.2	9954.5	 0.389
p50x10_0.txt	1.0	0.5	0.2	10132.2	 0.391
p50x10_0.txt	1.0	0.5	0.2	9909.5	 0.396
p50x10_0.txt	1.0	0.5	0.2	10017.900000000001	 0.398
p50x10_0.txt	1.0	0.5	0.2	9894.9	 0.411
p50x10_0.txt	1.0	0.5	0.2	9966.4	 0.403
p50x10_0.txt	1.0	0.5	0.2	9985.6	 0.408
p50x10_0.txt	1.0	0.5	0.2	9966.6	 0.518
p50x10_0.txt	1.0	0.5	0.2	9790.1	 0.487
p50x10_0.txt	1.0	0.5	0.2	9890.6	 0.416
p50x10_0.txt	1.0	0.5	0.2	9880.8	 0.412
p50x10_0.txt	1.0	0.5	0.2	9932.0	 0.564
p50x10_0.txt	1.0	0.5	0.2	10055.0	 0.421
p50x10_0.txt	1.0	0.5	0.2	9848.7	 0.445
p50x10_0.txt	1.0	0.5	0.2	9806.0	 0.409
p50x10_0.txt	1.0	0.5	0.2	10081.7	 0.498
p50x10_0.txt	1.0	0.5	0.2	9887.6	 0.425
p50x10_0.txt	1.0	0.5	0.2	9494.0	 0.459
p50x10_0.txt	0.9	0.9	0.2	7119.700000000001	 2.185
p50x10_0.txt	0.9	0.9	0.2	6927.9	 2.269
p50x10_0.txt	0.9	0.9	0.2	7233.8	 1.974
p50x10_0.txt	1.0	0.5	0.2	9963.8	 0.528
p50x10_0.txt	1.0	0.5	0.2	10089.6	 0.423
p50x10_0.txt	1.0	0.5	0.2	9996.800000000001	 0.551
p50x10_0.txt	1.0	0.5	0.2	10115.9	 0.459
p50x10_0.txt	1.0	0.5	0.2	10117.300000000001	 0.428
p50x10_0.txt	1.0	0.5	0.2	9836.6	 0.492
p50x10_0.txt	1.0	0.5	0.2	10173.5	 0.477
p50x10_0.txt	1.0	0.5	0.2	10095.900000000001	 0.409
p50x10_0.txt	1.0	0.5	0.2	9726.0	 0.414
p50x10_0.txt	1.0	0.5	0.2	10011.9	 0.409
p50x10_0.txt	1.0	0.5	0.2	9991.900000000001	 0.43
p50x10_0.txt	1.0	0.5	0.2	10044.1	 0.497
p50x10_0.txt	1.0	0.5	0.2	10086.6	 0.418
p50x10_0.txt	1.0	0.5	0.2	9929.6	 0.411
p50x10_0.txt	1.0	0.5	0.2	9803.599999999999	 0.411
p50x10_0.txt	1.0	0.5	0.2	10076.8	 0.427
p50x10_0.txt	1.0	0.5	0.2	10023.2	 0.398
p50x10_0.txt	1.0	0.5	0.2	9663.2	 0.46
p50x10_0.txt	1.0	0.5	0.2	9943.1	 0.499
p50x10_0.txt	1.0	0.5	0.2	9917.0	 0.416
p50x10_0.txt	1.0	0.5	0.2	10094.599999999999	 0.399
p50x10_0.txt	1.0	0.5	0.2	10120.8	 0.389
p50x10_0.txt	1.0	0.5	0.2	9839.7	 0.395
p50x10_0.txt	1.0	0.5	0.2	10018.7	 0.394
p50x10_0.txt	1.0	0.5	0.2	9986.8	 0.393
p50x10_0.txt	1.0	0.5	0.2	10088.2	 0.395
p50x10_0.txt	1.0	0.5	0.2	9935.400000000001	 0.386
p50x10_0.txt	1.0	0.5	0.2	10151.1	 0.396
p50x10_0.txt	1.0	0.5	0.2	9756.0	 0.397
p50x10_0.txt	1.0	0.5	0.2	10006.9	 0.395
p50x10_0.txt	1.0	0.5	0.2	10047.9	 0.524
p50x10_0.txt	1.0	0.5	0.2	10089.0	 0.416
p50x10_0.txt	1.0	0.5	0.2	9946.8	 0.394
p50x10_0.txt	1.0	0.5	0.2	10086.6	 0.39
p50x10_0.txt	1.0	0.5	0.2	9881.0	 0.394
p50x10_0.txt	1.0	0.5	0.2	9598.800000000001	 0.402
p50x10_0.txt	1.0	0.5	0.2	9591.300000000001	 0.392
p50x10_0.txt	1.0	0.5	0.2	9937.399999999998	 0.403
p50x10_0.txt	1.0	0.5	0.2	9713.6	 0.389
p50x10_0.txt	1.0	0.5	0.2	9984.099999999999	 0.393
p50x10_0.txt	1.0	0.5	0.2	9969.4	 0.397
