p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6305.500000000001	 6.802
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6296.0	 6.908
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6398.100000000001	 6.871
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6229.300000000001	 6.416
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6336.099999999999	 6.328
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6338.0	 6.262
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6324.900000000001	 5.884
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6301.1	 6.242
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6336.8	 6.367
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6324.0	 6.174
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6378.5	 6.455
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6365.999999999999	 6.233
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6373.1	 6.108
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6309.2	 5.871
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6391.2	 5.982
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6276.900000000001	 6.245
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6324.900000000001	 5.885
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6364.8	 6.067
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6308.300000000001	 6.325
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6402.1	 6.071
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6340.3	 5.698
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6355.3	 6.295
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6357.900000000001	 6.124
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6403.8	 5.909
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6283.400000000001	 5.546
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6269.900000000001	 5.493
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6339.2	 5.342
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6286.4000000000015	 5.408
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6336.500000000001	 5.412
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6325.1	 5.267
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6375.099999999999	 4.751
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6328.2	 4.576
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6760.0	 4.872
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6807.0	 4.576
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6339.599999999999	 4.866
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6359.499999999999	 5.063
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6558.6	 4.928
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6515.799999999999	 4.619
p100x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	13066.9	 4.109
p100x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	12952.6	 3.752
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6927.599999999999	 2.178
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6931.5	 1.901
p50x10_0.txt	0.9	0.5	4	1	4	3	0	true	6	0.9	0.9	0.2	6854.3	 2.151
