low	200_1	0.1	0.9	0.1	4	1	2	194968.0	10.46
low	200_1	0.1	0.9	0.1	4	1	2	194009.0	9.901
low	200_1	0.1	0.9	0.1	4	1	2	195155.0	7.331
med	200_1	0.1	0.9	0.1	4	1	2	212220.0	8.915
med	200_1	0.1	0.9	0.1	4	1	2	212708.0	8.154
med	200_1	0.1	0.9	0.1	4	1	2	212557.0	4.266
med	200_1	0.1	0.9	0.1	4	1	2	213719.0	7.121
med	200_1	0.1	0.9	0.1	4	1	2	212867.0	8.385
med	200_1	0.1	0.9	0.1	4	1	2	211614.0	6.573
med	200_1	0.1	0.9	0.1	4	1	2	213531.0	6.854
med	200_1	0.1	0.9	0.1	4	1	2	211627.0	7.508
med	200_1	0.1	0.9	0.1	4	1	2	210924.0	8.69
med	200_1	0.1	0.9	0.1	4	1	2	215169.0	7.951
med	200_1	0.1	0.9	0.1	4	1	2	216243.0	5.171
med	200_1	0.1	0.9	0.1	4	1	2	213428.0	8.511
med	200_1	0.1	0.9	0.1	4	1	2	212006.0	7.033
med	200_1	0.1	0.9	0.1	4	1	2	213628.0	7.014
