6
100

66 70 51 75 79 59 
96 98 71 59 61 74 
86 90 87 83 73 93 
64 57 63 96 74 55 
70 71 59 92 96 92 
86 76 78 50 88 53 
61 67 92 64 90 76 
87 68 83 67 91 73 
89 95 77 75 98 76 
61 92 67 90 65 69 
97 90 93 68 83 76 
92 71 86 76 82 91 
56 94 52 66 55 74 
96 64 59 62 94 67 
92 60 87 71 65 93 
75 82 99 77 89 82 
87 69 89 93 97 62 
92 72 74 50 81 88 
98 85 67 61 84 91 
74 66 56 65 80 67 
76 77 95 58 68 98 
92 92 76 93 69 70 
75 86 71 60 75 69 
58 66 59 85 56 76 
58 51 78 79 97 79 
55 54 87 81 76 71 
58 88 58 91 99 50 
60 89 72 64 51 87 
71 63 54 75 97 51 
74 94 74 95 77 56 
59 77 82 91 82 63 
81 51 90 70 84 76 
94 80 63 80 79 99 
78 93 60 62 88 68 
92 53 69 88 63 99 
52 52 65 60 98 73 
87 64 67 88 93 90 
92 53 55 79 57 85 
94 81 67 94 72 57 
83 82 51 98 95 80 
93 79 83 79 73 90 
80 95 57 86 80 97 
76 81 81 59 55 61 
92 84 78 56 52 88 
80 87 74 78 69 51 
81 74 96 78 59 75 
59 52 83 71 92 84 
69 51 68 75 97 54 
63 77 84 80 88 93 
79 74 79 77 50 99 
90 71 50 85 76 57 
56 93 73 86 89 59 
86 63 51 82 88 98 
81 88 56 75 80 70 
93 65 87 90 90 64 
74 92 91 61 82 82 
81 78 55 88 57 51 
89 72 50 93 50 53 
59 71 98 80 53 90 
93 51 93 58 63 80 
72 66 82 94 89 95 
80 68 82 88 91 68 
51 61 50 63 79 85 
85 91 61 87 52 95 
58 91 75 82 99 90 
91 85 77 80 81 64 
52 72 82 74 96 98 
82 83 69 55 77 97 
77 55 99 75 89 92 
82 59 76 84 54 79 
57 95 98 90 69 62 
50 88 93 75 76 68 
79 79 67 65 75 96 
77 88 82 51 64 83 
87 62 85 75 81 97 
67 82 71 73 57 58 
84 92 92 92 55 77 
90 98 68 89 62 84 
72 96 77 71 64 83 
67 50 96 52 93 95 
75 93 74 53 71 62 
87 72 79 69 86 82 
54 98 93 80 66 98 
58 54 81 85 83 95 
66 61 57 99 69 75 
92 61 88 94 97 69 
55 94 85 78 70 86 
99 72 50 86 99 87 
92 84 83 68 51 55 
96 67 58 52 53 54 
90 58 65 86 54 89 
55 73 99 64 98 70 
52 94 77 88 86 55 
94 53 56 90 88 90 
76 73 63 51 56 52 
77 94 97 67 61 80 
71 82 97 65 63 59 
83 67 60 81 52 83 
60 77 97 52 78 70 
65 81 79 92 83 70 

89 90 74 65 70 59 79 52 83 58 83 55 74 86 50 81 98 91 67 85 64 74 57 56 53 52 92 54 87 66 92 95 77 81 73 99 58 85 86 86 95 63 75 60 77 84 94 93 76 75 65 70 73 69 85 50 65 64 79 72 69 82 94 61 97 90 52 79 75 56 84 69 77 89 94 65 61 59 99 56 68 82 60 76 74 50 62 99 74 51 82 99 73 77 73 58 99 73 94 65 
85 57 66 97 94 54 85 57 77 57 58 52 53 91 63 53 61 71 50 94 97 61 89 83 68 69 88 90 68 70 61 89 99 77 85 83 90 84 80 67 59 68 83 81 57 59 55 50 77 85 89 58 52 95 78 70 76 57 86 96 87 76 97 60 98 75 68 82 74 91 59 73 83 76 60 84 63 97 78 98 82 87 97 54 50 88 58 72 59 58 51 73 83 59 86 94 70 50 75 54 
98 80 93 88 89 83 51 88 57 92 52 97 73 60 97 88 70 53 61 73 89 89 95 85 72 85 71 92 96 86 92 85 57 62 86 92 93 65 76 55 61 87 63 54 88 90 61 64 58 58 63 69 96 79 55 85 69 79 63 82 85 90 55 56 97 93 62 83 66 70 66 62 75 59 75 54 84 82 78 51 84 74 71 97 81 71 70 65 79 81 63 98 66 97 87 64 73 51 87 86 
89 80 89 53 97 84 50 51 77 89 52 87 68 77 98 66 52 65 72 94 61 90 67 50 73 97 80 79 62 79 97 80 87 81 98 83 76 61 58 86 59 76 57 92 90 71 57 85 78 59 92 62 91 75 51 65 68 82 63 86 71 63 99 81 64 53 69 58 62 71 73 95 64 64 68 69 57 96 61 57 59 55 86 78 66 85 91 53 51 88 52 85 84 94 94 63 77 68 87 89 
62 66 83 59 76 84 50 89 73 67 68 94 90 68 61 81 69 85 76 53 63 51 69 78 98 90 99 95 90 69 86 77 80 76 86 99 65 96 74 58 76 91 70 68 67 53 75 90 78 84 80 88 68 80 95 75 95 50 72 87 61 64 90 66 85 77 82 86 56 69 90 67 92 82 56 94 77 67 79 68 83 94 59 70 76 80 82 90 98 63 69 60 90 97 62 89 90 77 81 69 
62 84 80 85 97 60 60 83 57 66 75 66 78 98 93 86 69 54 55 86 98 84 83 85 74 64 57 56 68 96 50 79 69 77 85 73 83 71 82 84 60 61 93 63 60 85 94 69 74 76 81 52 73 94 97 65 68 96 54 73 72 89 77 67 90 61 97 56 50 89 93 90 90 94 88 77 62 75 85 84 56 67 98 89 85 79 93 80 80 94 98 78 65 63 56 87 63 93 97 85 
