6
40

68 69 95 99 81 89 
96 58 88 77 52 78 
79 78 74 96 72 77 
54 90 91 74 68 75 
80 95 54 76 77 82 
64 75 99 78 96 53 
73 63 50 75 84 50 
64 99 74 98 80 72 
88 78 63 69 83 80 
98 50 62 62 98 87 
56 73 82 57 91 83 
99 75 85 90 88 72 
60 79 95 52 89 69 
96 91 89 87 74 71 
67 81 80 59 67 95 
84 60 58 54 52 71 
64 55 97 65 83 88 
92 54 79 79 84 68 
92 52 57 98 85 61 
98 58 61 65 77 96 
93 59 87 74 80 86 
53 95 51 63 63 87 
75 80 72 68 79 73 
60 78 89 94 99 88 
50 55 58 61 99 61 
82 71 80 60 86 78 
64 74 64 94 58 61 
94 81 59 86 50 61 
66 87 92 92 94 82 
50 59 73 90 99 90 
56 63 57 97 56 93 
75 68 71 81 62 71 
72 88 56 65 85 85 
87 94 56 61 89 83 
69 62 73 89 67 68 
82 52 58 91 60 87 
65 99 95 57 69 99 
78 56 51 77 86 51 
70 77 96 65 90 78 
67 98 68 70 65 67 

74 86 84 73 99 71 69 72 70 91 88 55 83 70 92 60 66 90 66 90 70 80 67 83 60 62 76 99 81 95 94 69 55 66 64 73 99 98 83 73 
63 62 98 91 92 51 56 50 88 87 94 78 89 72 70 52 55 70 86 92 52 83 84 57 59 88 61 61 73 80 71 71 74 61 67 80 76 67 70 50 
58 57 62 64 72 89 87 98 85 70 66 78 65 94 89 53 80 66 66 55 88 57 58 78 62 64 89 75 55 80 93 80 79 88 89 68 61 85 84 50 
87 61 58 71 72 71 61 97 95 83 68 64 59 70 81 95 75 51 87 54 51 72 91 60 94 87 60 90 65 68 55 52 68 92 91 59 51 66 56 99 
83 89 53 89 60 72 91 82 61 71 96 88 67 63 77 98 80 87 90 62 79 53 53 92 81 51 68 99 89 63 55 78 78 64 53 57 74 98 97 51 
78 81 85 72 85 95 72 50 63 55 61 90 96 84 98 68 59 80 51 92 91 64 70 89 85 97 94 60 87 99 66 88 76 95 51 89 90 64 80 93 
53 72 76 73 91 98 91 72 74 89 93 84 88 58 85 58 98 60 56 81 69 67 85 97 61 96 93 85 80 70 88 58 82 67 83 60 74 61 67 77 
50 62 55 65 98 50 81 77 96 90 74 82 73 65 89 86 96 54 68 59 61 61 68 61 50 74 81 84 79 53 67 90 74 95 64 51 86 50 89 68 
54 52 78 67 86 61 63 97 76 64 70 65 99 89 82 68 54 60 93 60 56 58 69 80 57 64 82 84 55 55 87 89 51 55 51 78 95 95 81 55 
86 90 67 57 92 62 80 87 63 83 72 70 65 94 94 78 73 81 74 89 68 71 55 51 65 80 92 79 61 82 64 94 69 77 60 95 57 95 59 69 
