0,25,110,52,216,75,201,61,206,45,178,8,151,133,89,50,186,35,115,4,44,0
0,10,20,15,13,12,15,2,16,19,2,17,16,20,6,19,14,4,7,16,17,0
0,45,163,77,238,112,314,73,232,74,252,35,225,162,177,79,210,50,202,139,194,0
0,54,181,91,250,123,328,75,247,92,254,51,240,180,183,97,223,54,209,154,210,0
0,11,17,4,15,15,2,11,20,4,16,14,13,11,12,10,3,7,12,14,19,0
0,1.2222,0.94444,0.28571,1.25,1.3636,0.14286,5.5,1.3333,0.22222,8.0,0.875,0.86667,0.61111,2.0,0.55556,0.23077,1.75,1.7143,0.93333,1.1875,0
0,33,56,31,87,9,74,68,88,53,45,9,47,88,66,14,38,33,1,1,42,0
0,10,6,3,8,3,7,6,8,5,10,9,3,6,7,7,8,2,2,10,10,0
0,0,8,5,7,2,3,2,3,6,4,6,10,5,9,10,3,7,2,5,3,0
0,7,0,3,5,8,7,7,9,2,7,10,9,5,8,6,8,6,4,3,5,0
0,7,5,0,5,9,5,7,8,2,8,9,8,9,9,6,5,4,2,2,4,0
0,6,10,10,0,4,8,7,5,10,6,2,10,5,7,9,10,8,10,10,8,0
0,5,10,4,5,0,7,5,2,6,9,4,10,4,8,2,4,9,9,7,10,0
0,6,7,10,6,5,0,6,3,5,3,9,10,2,8,9,2,4,5,5,6,0
0,8,3,5,6,9,4,0,4,5,3,5,3,3,4,2,3,6,3,7,9,0
0,10,7,3,7,9,5,9,0,3,2,6,10,4,6,6,2,6,5,9,4,0
0,2,5,7,6,7,10,2,7,0,3,10,6,2,9,8,10,5,5,5,6,0
0,9,10,10,9,10,6,2,4,5,0,10,2,8,2,7,2,9,8,8,5,0
0,7,4,7,2,10,5,7,4,5,6,0,4,2,6,6,3,10,5,3,10,0
0,10,8,2,6,3,6,8,5,9,5,7,0,7,5,4,2,7,10,10,8,0
0,2,6,5,7,7,10,10,10,6,4,10,9,0,10,7,3,3,10,8,9,0
0,4,3,3,3,6,3,3,10,6,2,6,2,4,0,10,2,3,10,3,2,0
0,2,8,4,7,2,9,5,6,3,9,3,7,7,10,0,7,7,5,5,4,0
0,6,2,2,2,10,2,8,7,9,7,4,9,4,7,10,0,4,4,7,8,0
0,8,3,10,7,6,5,5,8,8,6,4,4,2,9,2,4,0,9,10,3,0
0,4,2,9,9,8,8,9,2,9,4,7,2,6,6,6,3,6,0,6,2,0
0,4,9,5,6,2,5,4,7,7,9,2,4,3,6,2,2,3,3,0,5,0
0,4,9,9,5,4,7,3,2,10,9,2,2,9,3,6,5,8,6,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0
