0,17,59,83,44,36,129,52,63,22,115,59,142,58,124,32,125,50,11,8,114,96,3,25,121,64,0
0,2,15,5,16,5,12,16,3,17,14,18,6,12,17,18,17,9,13,9,13,17,2,9,15,11,0
0,112,120,217,105,231,202,129,129,96,296,149,303,273,244,156,181,144,253,130,199,219,247,164,224,275,0
0,114,131,221,117,235,211,141,132,108,306,162,308,282,256,169,193,151,263,137,209,231,249,171,235,283,0
0,20,7,4,14,15,11,7,12,6,11,15,11,12,5,18,17,5,7,18,16,13,20,11,15,4,0
0,10.0,0.63636,1.0,1.1667,3.75,1.2222,0.58333,4.0,0.5,1.1,1.1538,2.2,1.3333,0.41667,1.3846,1.4167,0.71429,0.7,2.5714,1.6,1.0833,10.0,1.5714,1.3636,0.5,0
0,47,33,60,27,39,79,20,70,53,75,85,33,76,74,29,80,52,90,93,81,72,54,94,62,44,0
0,4,4,5,6,3,4,8,7,2,3,7,7,2,2,5,2,3,7,4,2,3,7,8,3,8,0
0,0,10,9,8,6,5,6,2,5,4,2,2,3,3,9,10,2,9,2,10,3,9,10,7,3,0
0,2,0,3,5,10,8,6,5,3,2,10,8,2,10,9,5,4,9,10,6,3,3,9,6,5,0
0,2,7,0,4,2,10,6,3,5,7,10,10,5,9,9,8,9,2,10,4,6,7,2,7,5,0
0,3,9,6,0,10,4,2,4,5,4,5,10,3,7,8,9,7,6,9,3,7,8,2,2,4,0
0,2,8,2,5,0,4,10,9,5,10,9,8,3,8,2,5,2,4,3,5,4,10,5,9,6,0
0,7,6,2,5,5,0,6,10,9,3,7,6,8,10,3,5,4,10,10,8,4,9,3,2,2,0
0,7,3,3,9,6,6,0,9,10,5,3,9,2,6,7,7,7,2,10,10,3,2,8,4,5,0
0,3,6,4,5,8,7,4,0,3,10,5,6,6,4,2,2,7,10,10,4,4,4,8,3,7,0
0,8,2,5,3,6,8,9,9,0,7,7,8,3,10,8,2,5,3,10,7,3,9,4,6,10,0
0,3,7,5,9,10,10,10,7,2,0,2,10,5,10,8,10,5,8,8,5,7,10,9,8,9,0
0,9,3,3,2,10,10,8,7,4,8,0,5,6,6,9,7,8,5,2,7,5,10,5,4,10,0
0,8,3,9,8,5,10,10,5,2,7,2,0,3,7,2,10,8,3,9,10,6,2,9,7,4,0
0,9,8,4,10,2,5,9,6,8,4,4,7,0,9,6,9,8,9,8,7,4,5,9,5,2,0
0,7,2,4,10,6,4,3,10,7,3,3,9,4,0,2,4,5,3,5,10,5,2,8,7,10,0
0,9,5,9,4,6,9,3,10,4,3,5,5,7,2,0,2,4,2,5,7,6,6,2,4,5,0
0,2,10,5,3,8,7,7,8,4,4,10,2,9,8,4,0,4,3,3,2,9,6,3,7,10,0
0,4,2,10,7,5,7,10,5,5,3,5,2,3,9,8,4,0,6,10,3,5,2,7,10,10,0
0,5,7,9,3,4,10,6,9,4,2,3,7,4,8,5,10,9,0,4,10,5,9,9,6,8,0
0,8,5,6,7,9,7,6,5,5,7,9,5,4,5,2,8,9,7,0,2,8,3,9,9,5,0
0,6,2,2,7,10,6,2,10,5,5,10,9,8,9,5,6,10,2,7,0,7,3,2,2,4,0
0,4,3,5,10,7,9,8,3,2,4,3,6,2,8,10,5,4,9,2,7,0,4,8,5,9,0
0,7,7,5,3,3,10,7,3,6,2,10,10,2,9,6,8,5,10,8,3,5,0,7,4,3,0
0,2,8,10,10,10,10,10,8,4,2,3,8,6,3,5,2,2,6,5,2,10,3,0,6,8,0
0,5,10,3,3,4,9,4,6,6,10,2,7,3,10,5,10,7,6,6,9,8,10,4,0,8,0
0,3,9,9,7,10,9,6,9,4,4,3,6,9,5,8,5,6,6,6,2,10,10,4,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0
