0,41,35,6,34,31,6,16,23,44,9,0
0,3,8,16,7,7,18,18,16,8,7,0
0,130,122,57,96,105,60,69,107,95,74,130
0,132,126,65,100,109,69,78,115,99,78,132
0,8,15,18,6,16,2,18,18,14,5,0
0,4.0,3.75,2.25,1.5,4.0,0.22222,2.0,2.25,3.5,1.25,0
0,2,6,1,2,7,1,4,8,1,2,0
0,10,8,3,2,6,3,2,5,8,3,0
0,0,3,5,5,2,8,5,8,7,4,0
0,4,0,6,9,7,7,2,5,8,5,0
0,3,9,0,4,8,7,8,9,5,2,0
0,7,8,3,0,2,9,2,7,10,2,0
0,9,9,9,2,0,2,3,9,3,6,0
0,6,10,4,9,7,0,8,2,3,9,0
0,2,10,7,3,5,5,0,2,9,6,0
0,10,3,5,2,4,2,9,0,10,4,0
0,3,2,7,4,8,9,5,3,0,7,0
0,3,9,2,5,7,4,3,4,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0
