0,41,108,70,49,81,27,89,50,81,60,62,97,24,67,24,84,80,74,51,28,23,61,84,62,56,102,48,83,45,85,45,39,97,6,53,88,49,60,51,14,28,49,21,71,26,16,6,84,77,68,60,4,63,105,91,43,89,99,89,35,72,12,90,63,30,11,25,15,21,17,31,73,12,54,7,59,60,91,50,72,106,79,71,5,65,54,20,98,17,50,104,65,28,84,100,44,102,74,102,80,0
0,3,15,8,10,11,11,9,20,14,3,5,9,11,19,7,13,20,19,12,15,19,19,7,15,9,16,2,3,6,7,7,8,15,7,19,13,5,20,12,4,8,8,12,15,10,7,16,20,10,6,14,5,15,12,7,2,6,14,6,10,17,7,5,12,6,5,7,14,9,17,11,18,13,18,2,10,18,7,8,11,7,5,14,14,2,13,14,3,18,15,11,17,3,7,6,17,5,18,20,12,0
0,1022,1075,1101,1077,1023,1005,1121,993,1115,1089,1028,1031,1066,1064,987,1079,1072,1036,1041,1056,1062,1089,1023,1021,1096,1084,1013,1079,1077,1062,1028,974,1137,1037,1036,1022,1046,1041,1061,1018,975,1027,956,1025,1043,965,988,1057,1045,1050,1100,1015,1105,1053,1026,1057,1043,1071,1053,1013,1094,968,1038,1088,1038,971,1028,955,1032,1059,1042,1111,1031,1015,941,1052,1102,1092,1012,1072,1141,1073,1042,986,1079,1013,973,1049,1030,1057,1043,1074,964,1106,1096,1074,1053,1067,1078,1056,1141
0,1023,1077,1102,1078,1025,1007,1122,995,1117,1090,1029,1032,1068,1066,988,1081,1074,1038,1043,1058,1064,1091,1024,1023,1097,1086,1014,1080,1078,1063,1029,975,1139,1038,1038,1024,1047,1043,1063,1019,976,1028,958,1027,1044,966,990,1059,1046,1051,1102,1016,1107,1055,1027,1058,1044,1073,1054,1014,1096,969,1039,1090,1039,972,1029,957,1033,1061,1044,1113,1033,1017,942,1053,1104,1093,1013,1074,1142,1074,1044,988,1080,1015,975,1050,1032,1059,1045,1076,965,1107,1097,1076,1054,1069,1080,1058,1142
0,13,4,16,13,8,13,11,13,14,18,3,14,13,10,5,14,3,15,15,3,13,16,10,5,19,20,9,18,16,20,17,9,11,14,16,19,15,13,20,3,5,16,12,19,11,20,6,15,13,11,14,19,5,6,16,7,15,13,18,13,17,16,7,16,5,18,13,10,8,3,8,7,16,20,3,20,18,12,4,15,3,11,2,4,3,4,8,17,20,8,19,14,3,11,4,2,6,6,12,10,0
0,13.0,2.0,16.0,13.0,4.0,6.5,11.0,6.5,7.0,18.0,3.0,14.0,6.5,5.0,5.0,7.0,1.5,7.5,7.5,1.5,6.5,8.0,10.0,2.5,19.0,10.0,9.0,18.0,16.0,20.0,17.0,9.0,5.5,14.0,8.0,9.5,15.0,6.5,10.0,3.0,5.0,16.0,6.0,9.5,11.0,20.0,3.0,7.5,13.0,11.0,7.0,19.0,2.5,3.0,16.0,7.0,15.0,6.5,18.0,13.0,8.5,16.0,7.0,8.0,5.0,18.0,13.0,5.0,8.0,1.5,4.0,3.5,8.0,10.0,3.0,20.0,9.0,12.0,4.0,7.5,3.0,11.0,1.0,2.0,3.0,2.0,4.0,17.0,10.0,4.0,9.5,7.0,3.0,11.0,4.0,1.0,6.0,3.0,6.0,5.0,0
0,3,2,2,6,1,5,3,1,7,7,2,4,6,3,1,2,2,7,7,2,1,7,1,2,3,9,4,8,3,2,2,4,4,7,8,3,6,4,10,1,1,1,1,1,4,4,1,3,2,4,3,8,1,1,1,2,1,5,9,1,8,2,3,3,3,2,2,1,4,2,2,2,2,7,2,1,3,2,2,1,1,3,1,2,1,1,3,3,9,2,8,2,1,5,1,1,1,3,5,2,0
0,3,10,9,8,10,5,3,2,2,8,9,4,8,2,3,3,6,2,2,2,2,5,7,6,7,4,9,4,5,4,7,6,9,2,4,5,5,3,7,2,3,2,7,3,10,2,10,9,4,5,3,8,7,4,6,10,5,5,5,5,10,4,6,7,8,2,4,3,10,9,5,5,9,7,3,5,6,6,10,3,7,8,9,10,8,8,6,9,8,9,10,3,10,10,7,10,9,4,5,9,0
0,0,8,3,2,2,10,6,9,3,3,4,2,6,4,4,7,2,7,6,8,5,3,2,2,9,7,5,7,4,6,2,9,7,8,2,4,9,9,8,7,2,2,4,3,2,2,5,9,6,8,6,5,2,3,10,8,3,10,8,5,3,3,5,3,3,7,7,5,5,10,9,7,5,9,2,2,3,5,2,2,5,9,8,9,4,2,8,8,6,3,8,4,6,2,5,9,8,9,4,3,0
0,4,0,2,10,10,6,3,2,10,6,10,5,3,7,6,5,3,7,5,5,8,2,8,2,9,8,4,10,2,5,9,4,5,2,8,2,3,10,3,5,6,6,6,10,3,6,3,3,3,8,10,10,3,8,3,4,3,10,7,2,8,9,5,4,3,9,8,7,7,2,7,2,2,4,4,7,7,8,10,3,8,2,7,9,5,7,4,8,8,10,6,2,4,3,3,7,8,4,7,5,0
