0,157,7,33,57,81,75,5,81,88,159,24,23,85,138,73,0
0,3,19,16,15,9,10,9,2,11,20,5,12,17,19,13,0
0,259,81,117,101,137,94,75,170,159,266,58,53,112,226,172,0
0,262,99,132,115,146,103,84,172,169,284,63,64,128,244,184,0
0,5,18,19,11,5,7,3,17,18,5,5,13,14,5,14,0
0,1.6667,1.0,1.2667,0.78571,0.55556,0.77778,0.33333,8.5,1.8,0.27778,1.0,1.1818,0.875,0.27778,1.1667,0
0,68,29,47,1,89,90,40,88,14,35,4,30,73,11,84,0
0,6,10,9,10,9,6,5,4,6,2,2,2,10,8,7,0
0,0,10,4,8,8,3,9,10,9,4,7,7,8,10,6,0
0,5,0,4,7,7,6,5,2,3,7,3,2,5,8,9,0
0,9,7,0,3,9,7,2,6,8,3,3,7,3,8,2,0
0,5,10,9,0,4,9,4,6,5,4,10,2,6,10,6,0
0,7,9,8,8,0,5,7,7,4,8,8,4,7,10,6,0
0,10,2,10,6,7,0,4,9,8,4,10,2,4,8,7,0
0,7,5,8,10,6,9,0,7,4,10,10,9,7,10,2,0
0,6,2,8,7,9,2,3,0,3,7,10,8,9,9,2,0
0,10,10,7,10,8,4,4,7,0,10,6,6,3,10,9,0
0,6,4,10,5,4,4,9,10,7,0,10,6,10,2,3,0
0,3,6,7,8,8,9,4,8,7,10,0,9,3,10,6,0
0,4,2,8,5,9,9,3,10,6,6,2,0,10,6,2,0
0,5,4,10,10,4,8,6,7,3,2,7,8,0,4,4,0
0,4,7,6,4,9,7,8,8,9,8,3,5,7,0,7,0
0,6,5,5,2,2,6,4,8,2,4,3,9,4,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0
