39	13	3	12	29	10	24	46	14	50	1	9	28	45	44	15	7	39	49	47	33	16	40	37	5	2	20	30	34	48	25	19	21	32	11	26	38	23	43	18	22	36	31	6	41	35	27	42	4	17	8	2574
39	46	24	45	17	13	49	47	50	29	14	12	44	15	41	10	23	32	42	34	40	48	38	18	22	11	30	1	33	20	6	25	2	21	5	19	37	35	16	7	9	31	28	26	43	3	36	39	27	4	8	2616
39	46	45	17	13	10	49	39	44	47	50	24	41	40	14	36	28	37	1	32	15	33	20	30	7	2	5	19	6	25	11	3	21	9	23	35	43	16	26	48	42	38	22	29	4	18	34	8	12	27	31	2605
39	24	46	44	49	29	40	45	13	47	41	39	12	32	1	15	33	42	48	20	30	23	21	10	7	2	18	22	5	19	28	37	34	6	25	16	9	35	50	14	38	11	27	26	43	3	36	31	4	17	8	2583
39	46	13	10	24	16	45	44	39	26	37	14	40	1	41	42	48	29	15	36	23	21	9	33	27	35	12	25	7	2	5	19	30	11	20	47	38	28	22	6	31	34	32	18	49	50	43	3	4	17	8	2587
39	24	10	16	44	39	13	32	28	48	45	40	37	41	42	17	31	26	12	1	15	23	21	9	33	34	25	7	2	5	19	30	11	35	20	38	18	22	6	27	3	46	43	47	36	50	29	49	14	4	8	2607
39	46	12	29	13	17	44	45	24	49	37	40	34	14	10	42	1	15	36	27	33	41	35	18	30	20	38	7	2	5	19	39	50	32	21	9	23	11	22	25	16	26	48	43	47	6	28	3	31	4	8	2600
39	24	10	12	44	40	39	48	45	37	34	31	13	1	15	42	23	26	33	27	36	21	25	7	2	35	16	9	5	19	30	14	11	22	20	6	28	32	17	38	46	41	43	47	18	49	29	3	4	50	8	2611
39	47	46	45	44	40	12	34	32	28	14	24	37	13	41	39	48	50	31	10	38	43	36	26	1	15	33	16	30	20	7	25	2	5	19	42	21	27	6	9	23	11	22	35	18	49	29	3	4	17	8	2625
39	12	44	49	46	24	39	34	32	40	48	45	28	14	41	38	13	42	36	26	10	1	15	33	27	16	30	18	20	25	7	2	9	5	19	21	6	22	23	37	43	47	11	3	17	31	35	29	4	50	8	2594
39	24	46	49	45	10	12	44	40	48	39	37	34	41	32	13	28	38	42	50	43	3	1	15	47	11	30	2	20	25	33	19	18	21	9	7	23	26	16	22	6	27	5	36	17	31	35	29	4	14	8	2583
39	24	10	12	44	48	40	39	46	37	34	32	41	42	43	28	13	38	3	1	15	11	49	30	2	20	25	33	19	18	21	9	7	23	26	16	22	6	27	5	31	50	45	47	36	35	29	4	17	14	8	2593
39	24	46	49	41	47	39	44	42	48	45	36	37	14	32	40	28	29	34	13	38	12	10	26	3	1	15	11	27	30	2	20	25	33	19	18	21	9	7	23	31	16	22	6	5	17	35	43	4	50	8	2595
39	24	46	49	41	47	39	44	42	48	45	36	37	14	32	40	28	29	34	13	12	10	26	3	1	15	11	27	38	30	2	20	25	33	19	18	21	9	7	23	31	16	22	6	5	17	35	43	4	50	8	2595
