38	17	30	35	7	34	47	4	14	36	10	43	50	27	15	8	26	5	1	33	9	49	31	18	25	20	37	28	21	24	6	46	16	44	19	39	23	11	48	29	45	3	12	41	32	42	2	22	13	38	40	2703
38	47	34	43	36	35	7	30	23	27	31	42	46	33	21	37	26	10	17	25	39	48	14	8	19	41	28	13	45	29	2	5	49	1	20	44	9	6	4	18	16	12	3	24	15	11	32	22	50	38	40	2711
38	47	38	43	34	23	7	35	31	46	37	48	42	36	45	50	30	27	21	33	14	25	17	26	22	10	39	1	20	8	19	32	44	24	29	9	18	5	28	16	12	49	3	13	6	11	4	41	15	2	40	2752
38	47	43	34	46	48	35	23	7	30	36	27	38	33	10	31	37	41	21	14	2	26	18	9	8	44	17	22	13	28	29	1	5	19	16	12	3	25	6	11	49	4	20	24	50	39	45	15	32	42	40	2739
38	47	34	43	49	35	7	30	48	50	46	10	17	37	36	27	23	33	31	39	8	2	25	20	14	19	44	45	16	29	24	5	28	1	18	12	3	9	6	32	11	4	13	26	41	15	38	22	21	42	40	2722
38	34	43	50	47	35	7	30	48	10	17	37	42	36	23	27	31	39	8	46	25	26	14	21	2	22	20	19	24	29	16	5	28	1	18	12	3	9	6	44	32	11	4	13	49	33	45	41	15	38	40	2745
38	40	38	43	35	46	34	47	7	50	37	48	33	23	27	49	14	25	26	17	45	8	1	39	44	10	29	19	16	28	12	3	9	5	6	24	20	2	15	4	18	22	31	11	13	32	21	41	36	30	42	2741
38	40	38	43	35	46	47	7	48	49	34	37	33	23	27	50	14	25	26	17	45	8	1	44	39	10	29	28	19	24	16	20	12	3	15	9	5	6	2	4	18	22	31	11	13	32	21	41	36	30	42	2741
38	40	38	43	35	46	47	7	48	49	34	37	33	23	27	50	14	25	26	17	45	8	1	39	44	10	31	29	22	20	28	19	16	12	3	18	24	4	5	6	2	9	15	11	13	32	21	41	36	30	42	2741
38	47	7	46	35	43	48	49	27	34	26	33	14	37	36	10	31	8	45	50	2	44	32	21	19	16	25	29	5	28	39	20	1	12	18	3	24	9	6	11	4	15	41	23	17	42	30	22	13	38	40	2722
38	40	38	43	35	46	34	47	7	50	27	48	49	26	14	8	1	41	23	39	33	45	36	44	10	29	24	20	28	31	21	19	37	17	16	12	3	25	4	5	6	2	9	18	22	15	11	32	13	30	42	2752
38	40	38	43	35	46	34	49	47	7	27	48	14	33	26	8	1	36	31	45	50	37	29	10	19	32	16	20	28	39	12	3	25	4	5	6	44	2	21	9	18	24	15	11	22	13	17	41	23	30	42	2741
38	47	7	35	43	14	46	48	50	8	33	34	31	1	42	26	29	10	19	16	27	20	44	28	32	17	12	3	21	25	4	5	6	37	49	36	2	9	18	24	39	23	45	41	15	11	30	22	13	38	40	2706
38	47	7	35	43	10	17	30	48	49	34	39	42	36	33	27	23	26	1	20	8	25	45	44	28	37	29	21	19	16	31	46	12	3	4	5	6	41	24	14	50	2	9	18	15	11	32	22	13	38	40	2698
38	40	38	43	35	46	47	14	50	30	48	27	41	36	33	7	23	10	31	34	39	45	49	26	25	24	29	20	1	8	28	19	16	12	3	4	5	13	6	2	44	9	18	15	11	21	37	17	22	32	42	2743
38	47	7	35	43	14	46	48	49	27	34	26	33	10	42	17	37	45	36	44	50	39	1	20	41	8	25	21	28	29	19	31	16	12	3	23	4	5	6	2	9	18	24	32	15	11	30	22	13	38	40	2706
38	40	38	43	35	7	46	47	48	50	27	34	14	10	31	39	41	45	17	1	26	22	20	8	28	29	24	19	16	12	3	4	5	13	6	2	9	25	18	11	44	32	23	21	37	33	36	15	49	30	42	2733
38	47	7	14	43	48	35	31	33	34	27	42	10	17	45	25	26	1	29	32	24	20	8	28	19	16	12	3	13	4	5	6	2	44	39	9	18	46	37	11	41	49	36	23	21	15	30	22	50	38	40	2720
38	47	43	49	35	46	34	7	31	27	42	14	10	26	24	20	1	29	45	36	25	41	8	32	28	44	19	17	16	12	33	3	4	5	13	6	39	2	9	18	37	11	48	23	21	15	38	22	50	30	40	2746
38	47	43	35	46	7	48	50	49	27	34	14	10	31	39	45	36	26	24	20	1	29	25	8	32	28	44	19	17	16	12	3	4	5	13	6	2	37	9	18	11	21	15	22	33	38	41	23	30	42	40	2738
38	47	43	35	46	7	48	50	34	39	49	27	33	14	45	36	26	25	8	1	29	10	19	16	28	12	3	4	5	13	6	30	2	24	9	20	18	32	44	23	17	37	22	31	11	41	21	15	38	42	40	2738
38	47	43	38	35	7	27	48	49	46	34	33	26	25	41	17	45	36	37	22	14	20	44	50	31	8	1	39	29	10	19	16	28	12	3	4	5	13	6	2	21	9	18	24	11	15	32	23	30	42	40	2738
38	47	43	38	35	7	34	46	39	48	50	45	33	36	27	49	14	37	26	10	31	1	8	19	16	18	12	3	20	4	29	25	5	28	32	21	44	24	6	2	9	15	11	22	13	17	41	23	30	42	40	2738
38	47	43	38	35	7	34	46	39	49	48	45	36	27	50	33	14	37	26	10	31	1	8	19	16	18	12	3	20	4	29	25	5	28	32	21	24	6	2	9	44	15	11	22	13	17	41	23	30	42	40	2738
38	47	43	38	35	7	34	46	39	48	50	45	36	27	49	33	14	37	26	10	31	1	8	19	16	18	12	3	20	4	29	25	5	28	32	21	24	6	2	9	44	15	11	22	13	17	41	23	30	42	40	2738
38	47	43	35	46	7	48	50	49	14	39	34	36	37	31	45	27	26	44	33	10	1	21	8	19	28	16	18	12	3	20	15	4	17	5	25	22	6	2	9	29	24	11	32	23	41	38	13	30	42	40	2738
38	47	43	38	35	7	34	46	39	48	50	45	36	14	10	8	28	33	44	49	26	1	19	16	18	32	12	3	20	37	31	27	15	4	5	6	2	9	29	21	25	24	11	22	13	17	41	23	30	42	40	2738
38	47	43	35	46	7	48	50	49	14	10	31	34	39	36	37	33	44	8	28	1	29	27	19	16	18	24	26	12	3	20	15	4	5	6	2	22	21	25	17	9	11	32	23	45	41	38	13	30	42	40	2738
38	47	43	35	46	34	7	48	49	50	31	39	36	14	37	33	27	26	10	44	17	25	28	1	29	22	8	19	16	18	12	3	20	15	4	5	6	2	21	9	24	11	32	23	45	41	38	13	30	42	40	2738
38	47	7	46	49	43	48	14	31	39	35	41	34	38	45	36	27	26	44	50	25	8	21	1	28	29	10	19	16	12	3	18	24	4	5	6	37	32	2	9	17	13	11	23	22	20	33	15	30	42	40	2738
38	47	43	50	7	46	49	34	39	48	36	37	33	14	45	10	31	8	28	44	1	29	27	19	16	18	24	26	12	3	20	15	4	5	6	2	22	21	25	17	9	11	32	23	30	41	35	13	38	42	40	2738
38	47	43	49	7	46	34	39	50	48	36	37	33	14	45	10	31	8	28	44	1	29	27	19	16	18	24	26	12	3	20	15	4	5	6	2	22	21	25	17	9	11	32	23	30	41	35	13	38	42	40	2738
38	47	43	38	35	7	34	46	37	48	50	36	14	39	45	49	33	27	10	31	24	26	44	20	8	1	19	16	18	12	21	3	25	28	32	4	5	6	29	2	9	15	11	22	13	17	41	23	30	42	40	2738
38	47	43	35	46	7	48	50	49	14	39	45	34	36	37	31	27	33	10	26	24	20	8	1	44	21	19	28	17	16	25	22	18	29	12	3	4	5	6	2	9	15	11	32	23	41	38	13	30	42	40	2738
38	47	43	35	46	7	48	49	50	14	37	34	33	36	31	27	10	26	39	24	20	8	1	44	21	19	28	17	16	25	22	18	29	12	3	4	5	6	2	9	15	11	32	23	45	41	38	13	30	42	40	2738
38	47	43	38	35	7	34	46	49	37	48	36	14	39	45	50	33	27	10	31	24	26	44	20	8	1	19	16	18	12	21	3	25	28	32	4	5	6	29	2	9	15	11	22	13	17	41	23	30	42	40	2738
38	47	43	50	7	46	49	34	39	48	33	45	36	37	14	27	10	31	26	24	20	8	1	44	21	19	28	17	16	25	22	18	29	12	3	4	5	6	2	9	15	11	32	23	30	41	35	13	38	42	40	2738
38	47	43	35	46	7	48	50	49	14	37	34	33	36	31	27	10	26	39	24	20	8	1	44	21	19	28	17	16	25	22	18	29	12	3	4	5	6	2	9	15	11	32	23	45	41	38	13	30	42	40	2738
38	47	43	38	35	7	34	46	37	48	50	36	14	39	45	49	33	27	10	31	24	26	44	20	8	1	19	16	18	12	21	3	25	28	32	4	5	6	29	2	9	15	11	22	13	17	41	23	30	42	40	2738
38	47	43	35	46	7	48	50	49	14	39	34	36	37	31	27	33	10	26	24	20	8	1	44	21	19	28	17	16	25	22	18	29	12	3	4	5	6	2	9	15	11	32	23	45	41	38	13	30	42	40	2738
38	47	43	35	46	7	48	49	50	14	39	34	36	37	31	27	33	10	26	24	20	8	1	44	21	19	28	17	16	25	22	18	29	12	3	4	5	6	2	9	15	11	32	23	45	41	38	13	30	42	40	2738
38	47	43	35	46	7	48	50	49	14	39	34	36	37	31	27	33	10	26	24	20	8	1	44	21	19	28	17	16	25	22	18	29	12	3	4	5	6	2	9	15	11	32	23	45	41	38	13	30	42	40	2738
