9	4	2	20	18	17	15	1	10	7	9	16	13	8	3	5	12	6	14	11	19	1291
9	4	10	20	8	16	12	2	15	1	18	14	17	19	13	7	6	11	3	9	5	1302
9	4	16	2	8	7	20	10	12	1	13	18	17	14	6	19	11	3	15	9	5	1259
9	4	2	16	12	20	7	8	1	10	13	18	17	6	11	3	15	14	9	5	19	1281
9	4	2	16	12	20	7	8	1	10	13	18	17	6	11	3	15	14	9	5	19	1281
9	4	2	8	16	7	20	10	12	18	1	15	17	6	11	3	19	13	14	9	5	1243
9	4	16	2	12	20	1	18	10	7	8	17	19	13	6	11	3	15	14	9	5	1278
9	4	2	8	16	7	20	10	12	1	17	13	18	6	11	19	3	15	14	9	5	1243
9	4	16	2	12	20	1	10	19	13	7	8	17	18	6	11	3	15	14	9	5	1281
9	4	16	2	12	20	1	10	19	13	7	8	17	18	6	11	3	15	14	9	5	1281
9	4	16	2	20	12	1	10	19	13	7	8	17	18	6	11	3	15	14	9	5	1281
9	4	16	2	12	20	1	10	19	13	7	8	17	18	6	11	3	15	14	9	5	1281
9	4	16	2	12	20	1	10	19	13	7	8	17	18	6	11	3	15	14	9	5	1281
9	4	16	2	12	20	1	10	19	13	7	8	17	18	6	11	3	15	14	9	5	1281
9	4	16	2	12	20	1	10	19	13	7	8	17	18	6	11	3	15	14	9	5	1281
9	4	16	2	12	20	1	10	19	13	7	8	17	18	6	11	3	15	14	9	5	1281
9	4	16	2	12	20	1	10	19	13	7	8	17	18	6	11	3	15	14	9	5	1281
9	4	16	2	12	20	1	10	19	13	7	8	17	18	6	11	3	15	14	9	5	1281
9	4	16	2	12	20	1	10	19	13	7	8	17	18	6	11	3	15	14	9	5	1281
9	4	16	2	12	20	1	10	19	13	7	8	17	18	6	11	3	15	14	9	5	1281
9	4	16	2	12	20	1	10	19	13	7	8	17	18	6	11	3	15	14	9	5	1281
9	4	16	2	12	20	1	10	19	13	7	8	17	18	6	11	3	15	14	9	5	1281
9	4	16	2	12	20	1	10	19	13	7	8	17	18	6	11	3	15	14	9	5	1281
9	4	16	2	12	20	1	10	19	13	7	8	17	18	6	11	3	15	14	9	5	1281
9	4	16	2	12	20	1	10	19	13	7	8	17	18	6	11	3	15	14	9	5	1281
9	4	16	2	12	20	1	10	19	13	7	8	17	18	6	11	3	15	14	9	5	1281
9	4	16	2	12	20	1	10	19	13	7	8	17	18	6	11	3	15	14	9	5	1281
