6	11	5	20	13	8	17	6	16	1	7	12	14	2	18	10	15	9	4	19	3	1228
6	14	13	17	16	20	2	11	6	18	10	12	15	7	8	5	1	19	4	9	3	1244
6	11	14	17	20	13	6	10	16	12	15	2	7	19	8	5	1	18	4	9	3	1263
6	14	20	11	17	13	16	6	10	12	15	7	8	5	1	18	4	9	19	2	3	1220
6	14	20	11	5	17	8	6	16	18	15	12	7	10	4	13	1	9	19	2	3	1220
6	11	14	20	17	13	6	16	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	14	20	11	5	17	8	6	16	18	15	12	7	10	1	13	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	14	20	11	5	17	8	6	16	18	15	12	7	10	1	13	4	9	19	2	3	1220
6	14	11	5	20	12	18	17	6	7	10	16	19	1	15	4	13	9	3	8	2	1249
6	14	20	11	5	17	8	6	16	18	15	12	7	10	1	13	4	9	19	2	3	1220
6	14	20	11	5	17	8	6	16	18	15	12	7	10	1	13	4	9	19	2	3	1220
6	14	20	11	5	17	8	6	16	18	15	12	7	10	1	13	4	9	19	2	3	1220
6	14	20	11	5	17	8	6	16	18	15	12	7	10	1	13	4	9	19	2	3	1220
6	14	20	11	5	17	8	6	16	18	15	12	7	10	1	13	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
6	11	14	20	17	13	16	6	12	15	7	18	10	8	5	1	4	9	19	2	3	1220
