2	19	14	6	20	3	10	17	9	18	12	7	15	1	16	4	2	13	5	11	8	1365
2	15	19	14	20	10	17	6	9	12	3	16	1	18	7	4	13	5	11	2	8	1383
2	15	17	14	19	20	9	16	12	18	10	6	3	1	7	4	13	5	11	2	8	1383
2	15	17	20	18	14	9	16	19	12	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	17	20	18	9	14	16	19	12	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	17	20	18	14	9	16	19	12	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	17	20	18	14	9	16	19	12	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	17	20	9	14	16	12	18	10	6	7	19	4	1	11	3	13	5	2	8	1383
2	15	17	20	9	14	16	12	19	18	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	17	20	9	14	16	12	19	18	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	17	14	19	20	9	16	12	18	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	17	20	18	14	9	16	19	12	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	17	14	19	20	9	16	12	18	10	6	7	4	1	11	3	13	5	2	8	1383
2	15	17	20	9	14	16	12	19	18	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	17	20	9	14	16	12	19	18	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	17	20	9	14	16	12	19	18	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	17	14	19	20	9	16	12	18	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	17	14	19	20	9	16	12	18	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	17	20	9	14	16	12	19	18	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	17	20	9	14	16	12	19	18	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	17	20	9	14	16	12	19	18	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	17	20	9	14	16	12	19	18	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	9	14	17	20	16	12	13	19	18	10	6	3	7	4	1	11	5	2	8	1396
2	15	17	14	19	20	9	16	12	18	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	9	14	17	20	16	12	13	19	18	10	6	3	7	4	1	11	5	2	8	1396
2	15	17	20	9	14	16	12	19	18	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	9	14	17	20	16	12	13	19	18	10	6	3	7	4	1	11	5	2	8	1396
2	15	17	20	9	14	16	12	19	18	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	9	14	17	20	16	12	13	19	18	10	6	3	7	4	1	11	5	2	8	1396
2	15	17	20	9	14	16	12	19	18	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	9	14	17	20	16	12	13	19	18	10	6	3	7	4	1	11	5	2	8	1396
2	15	17	20	9	14	16	12	19	18	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	9	14	17	20	16	12	13	19	18	10	6	3	7	4	1	11	5	2	8	1396
2	15	17	20	9	14	16	12	19	18	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	9	14	17	20	16	12	13	19	18	10	6	3	7	4	1	11	5	2	8	1396
2	15	17	20	9	14	16	12	19	18	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	9	14	17	20	16	12	13	19	18	10	6	3	7	4	1	11	5	2	8	1396
2	15	17	20	9	14	16	12	19	18	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	9	14	17	20	16	12	13	19	18	10	6	3	7	4	1	11	5	2	8	1396
2	15	17	20	9	14	16	12	19	18	10	6	3	7	4	1	13	11	5	2	8	1383
2	15	9	14	17	20	16	12	13	19	18	10	6	3	7	4	1	11	5	2	8	1396
2	15	9	14	17	20	16	12	13	19	18	10	6	3	7	4	1	11	5	2	8	1396
2	15	9	14	17	20	16	12	13	19	18	10	6	3	7	4	1	11	5	2	8	1396
