55	40	48	2	4	19	7	23	43	33	49	32	15	34	18	28	36	42	31	45	25	10	22	6	5	38	8	39	16	26	44	27	13	21	46	50	47	20	3	37	14	41	12	24	29	17	9	1	30	35	11	3822
55	48	2	40	19	31	25	47	13	4	20	49	32	15	45	18	28	50	26	23	14	41	27	24	43	5	16	39	34	10	22	17	9	12	42	21	36	38	8	33	37	7	3	1	6	29	44	35	30	46	11	3885
55	40	2	19	48	31	50	36	20	45	39	25	43	49	28	32	44	22	6	34	13	4	27	17	37	42	41	23	18	47	14	8	9	33	46	5	30	21	16	10	3	26	1	38	7	12	29	24	35	15	11	3793
55	48	4	2	24	40	19	43	34	22	6	49	31	46	45	50	23	32	47	25	20	36	33	28	38	18	14	27	8	41	13	26	21	39	44	7	30	16	9	12	37	42	5	10	15	3	17	1	29	35	11	3859
55	48	4	40	2	19	31	41	34	25	22	12	39	30	26	33	23	18	13	38	50	20	14	5	49	28	7	8	35	36	45	29	42	6	32	47	17	9	46	27	43	37	16	10	21	44	3	1	24	15	11	3853
55	40	19	48	31	50	43	28	4	2	34	32	26	23	36	20	13	41	49	22	6	27	44	33	38	30	18	14	8	16	29	45	7	9	12	42	37	47	5	10	25	21	3	24	39	17	35	1	46	15	11	3818
55	40	4	2	19	31	41	24	48	50	36	45	13	34	25	22	6	42	49	23	20	33	28	38	39	30	27	8	43	47	18	14	17	16	32	7	9	12	44	5	26	46	29	10	21	3	37	1	15	35	11	3835
55	40	19	48	4	31	2	13	23	41	49	22	6	33	27	25	35	36	28	38	18	45	34	14	50	8	7	32	47	20	9	12	5	10	43	21	3	42	16	29	17	30	39	46	26	1	44	37	24	15	11	3830
55	40	4	2	19	48	25	43	13	34	22	28	6	23	32	20	49	33	38	50	45	27	30	18	14	8	16	44	39	36	42	31	41	37	7	9	12	5	47	10	21	3	24	17	26	1	46	15	29	35	11	3835
55	40	4	48	2	13	22	6	19	15	43	45	50	23	33	49	32	47	30	34	31	18	42	37	28	25	14	41	36	27	39	38	8	16	44	7	9	12	5	10	21	26	3	24	17	1	20	46	29	35	11	3856
55	40	48	4	2	13	22	6	19	49	15	23	33	45	32	30	34	43	18	50	47	28	42	25	14	41	36	27	39	38	8	16	7	9	44	12	5	10	21	26	3	37	24	17	1	20	29	31	46	35	11	3882
55	19	4	40	48	2	50	25	43	31	32	24	13	41	23	26	36	14	27	28	38	17	22	6	44	49	8	47	39	16	34	42	18	30	7	20	9	33	45	12	5	29	10	21	3	1	46	37	15	35	11	3928
55	40	19	48	4	2	25	31	32	24	13	41	49	23	26	36	14	27	50	28	47	38	17	22	6	44	8	39	16	34	18	30	7	20	46	43	9	33	45	12	5	42	29	10	21	3	37	1	15	35	11	3896
