73	45	22	21	42	29	74	58	96	38	54	83	4	6	34	51	64	89	56	87	61	27	41	40	49	5	23	30	73	65	88	94	80	72	52	48	32	97	14	16	67	24	10	3	12	90	26	92	95	100	76	84	91	35	7	50	20	77	2	79	59	13	62	85	78	17	75	28	19	31	99	33	68	8	47	71	1	43	98	60	9	82	86	25	36	53	93	11	37	69	70	44	63	15	66	18	46	55	81	39	57	5801
73	45	94	96	58	22	92	42	78	40	100	87	83	95	97	66	93	51	65	61	27	56	50	59	49	62	30	89	63	16	69	73	91	86	85	25	32	67	44	90	20	23	13	10	99	88	98	26	12	54	2	33	72	31	47	28	71	17	68	84	34	14	15	79	52	4	53	77	3	75	7	9	43	37	8	64	35	36	1	60	19	38	74	41	48	5	11	70	24	46	18	76	82	80	6	21	29	81	39	57	55	5748
73	45	58	39	96	93	88	81	87	34	89	92	97	84	95	42	78	64	61	83	66	65	62	49	91	67	72	74	27	50	69	85	56	90	30	10	2	52	71	46	75	28	26	53	4	41	22	25	32	13	19	100	51	31	59	7	79	70	29	9	43	76	98	33	68	37	44	47	14	40	3	63	6	23	5	1	77	8	99	15	36	35	60	24	11	73	54	48	20	17	86	38	80	82	12	16	18	57	21	94	55	5811
73	45	58	94	96	22	100	89	87	81	97	95	73	84	54	51	83	78	34	27	52	70	91	74	67	59	30	25	48	40	71	61	85	53	32	98	68	50	44	88	93	2	16	49	7	10	9	13	8	92	3	64	90	26	57	75	6	19	41	63	42	72	31	69	28	33	86	14	15	47	77	11	43	66	60	62	76	79	38	17	82	35	56	20	46	23	1	36	5	12	37	21	29	4	24	39	65	99	80	18	55	5771
73	45	58	94	96	22	100	98	81	87	88	83	89	95	93	90	72	74	39	56	97	78	66	61	86	84	54	57	21	63	42	69	77	80	91	48	34	27	79	52	75	59	49	44	32	29	30	50	85	92	16	13	10	14	28	4	7	73	62	51	31	19	9	47	2	60	40	12	8	46	23	3	76	37	99	64	43	33	67	1	36	53	68	38	5	24	15	71	11	25	70	41	26	20	82	18	17	35	65	55	6	5799
73	45	96	58	22	83	92	95	97	87	88	100	89	39	93	86	64	61	72	65	84	76	91	74	56	94	78	34	98	27	50	42	90	51	77	67	73	62	49	70	69	63	66	46	75	80	23	30	54	52	59	20	16	60	53	99	10	33	21	28	32	47	26	85	31	13	7	48	19	11	9	71	2	68	57	24	8	25	79	15	12	3	14	17	43	1	36	5	44	38	40	35	37	41	18	81	4	29	82	6	55	5765
73	45	58	94	96	22	100	89	97	95	87	88	64	61	93	86	83	99	81	72	65	73	84	39	74	56	78	42	90	21	59	27	68	91	98	54	49	50	63	29	32	37	28	23	34	92	77	30	40	20	35	10	26	33	31	13	19	38	7	47	51	70	71	11	46	69	9	12	2	8	43	15	60	3	85	53	52	48	76	44	67	62	14	80	79	1	66	36	17	75	16	5	4	24	25	41	18	57	82	6	55	5761
73	45	58	22	89	94	96	95	88	83	100	87	74	97	93	84	64	72	65	54	81	90	78	73	66	34	92	56	69	39	29	30	80	67	76	85	77	75	40	91	27	20	2	53	62	49	37	32	7	10	9	70	8	21	43	47	51	15	12	13	24	71	16	23	3	14	5	33	68	50	28	42	46	59	31	79	26	25	1	4	48	63	86	60	19	52	11	36	57	44	98	38	61	18	17	35	41	99	82	6	55	5790
73	45	58	94	96	22	100	92	95	88	91	97	93	87	74	84	34	83	78	90	99	89	73	61	72	62	56	30	39	67	50	59	51	77	66	52	54	71	2	98	49	42	60	80	63	44	86	32	25	7	40	10	24	28	9	8	13	3	19	16	31	47	85	76	33	14	15	21	36	5	27	48	43	37	46	75	12	1	38	23	4	53	68	69	29	79	64	11	26	20	18	17	35	65	70	41	57	82	81	6	55	5741
73	45	58	22	98	96	95	89	97	87	93	88	100	94	91	74	84	90	64	61	78	92	50	72	66	40	86	82	73	80	69	77	70	34	30	83	44	52	38	29	32	53	27	20	62	23	2	37	49	7	54	21	47	51	35	85	10	4	43	31	13	8	3	19	28	33	12	1	48	18	75	42	5	9	11	46	65	79	25	41	36	59	76	68	67	71	81	57	14	60	56	39	17	26	24	63	16	99	15	55	6	5779
73	45	58	94	96	22	100	95	97	93	88	91	89	92	87	84	90	83	74	78	86	65	56	39	42	40	72	66	67	64	44	50	69	76	63	77	52	80	34	30	79	62	75	21	32	2	7	10	59	60	48	46	49	53	37	27	12	20	4	43	51	31	13	8	54	3	35	36	19	33	70	85	47	1	28	68	18	23	5	71	16	9	24	38	11	41	29	14	73	17	26	25	15	98	99	82	61	57	81	6	55	5744
73	45	58	94	96	22	100	98	93	89	97	87	88	91	64	78	99	74	86	66	84	90	50	72	62	42	40	67	56	69	34	30	63	77	70	75	83	68	48	27	51	49	2	37	28	7	21	10	15	14	4	19	52	44	33	31	47	79	25	12	13	8	23	54	3	85	1	5	60	53	9	71	11	46	80	20	16	36	41	26	32	43	92	73	59	76	24	18	29	38	17	61	35	65	57	95	82	39	81	6	55	5736
73	45	58	96	84	93	22	100	98	99	95	88	90	72	64	78	66	34	65	83	61	86	74	56	62	41	51	25	52	76	70	77	80	67	89	73	71	75	53	39	42	49	54	79	38	57	40	69	59	30	21	2	7	10	32	20	15	47	12	14	29	4	19	33	44	28	31	50	13	23	8	3	35	85	1	48	5	9	11	91	63	60	43	27	68	16	36	46	26	37	97	94	18	24	82	17	87	92	81	6	55	5774
73	45	58	94	96	84	22	90	72	97	78	81	80	91	99	98	66	34	65	56	61	86	74	62	59	49	64	30	87	21	76	83	75	2	44	7	10	100	32	25	20	15	47	12	14	28	4	19	33	31	43	29	37	71	73	48	27	93	38	95	85	23	46	77	13	8	89	3	54	40	35	50	63	42	1	60	53	68	69	52	70	39	51	92	5	9	79	11	88	41	67	36	16	26	24	18	17	57	82	6	55	5729
73	45	58	94	96	84	93	97	22	98	95	64	87	61	49	90	91	66	62	21	89	34	30	92	76	37	28	71	38	2	52	51	69	73	77	88	99	7	10	83	15	23	14	50	72	4	19	85	33	48	53	68	46	12	31	27	13	47	32	25	8	3	29	43	36	1	24	5	54	9	60	70	79	42	11	57	40	20	16	67	26	75	59	100	74	80	44	78	41	18	56	63	86	17	82	35	65	39	81	6	55	5737
73	45	94	96	58	22	98	95	97	93	89	87	88	90	91	92	64	78	74	86	66	81	84	50	76	61	42	21	34	27	52	71	80	77	49	38	63	2	30	73	69	51	62	37	57	28	7	10	15	23	14	4	19	33	47	72	25	32	53	68	39	20	46	75	12	31	59	100	79	67	29	13	8	85	83	3	1	36	5	60	44	65	35	70	9	56	11	43	48	40	16	26	24	54	41	18	17	99	82	6	55	5786
73	45	58	94	96	22	100	95	97	93	89	87	88	83	84	91	65	50	66	61	39	59	62	92	69	64	48	25	70	71	56	38	49	34	30	42	21	2	7	79	10	63	15	73	14	4	19	54	33	90	36	12	31	72	85	81	86	28	27	13	8	3	99	43	1	5	37	9	11	44	77	35	60	98	41	20	74	47	80	51	29	52	75	67	16	26	76	23	40	32	53	68	78	57	24	46	82	18	17	6	55	5736
73	45	58	22	96	93	64	78	92	95	61	80	76	77	56	39	66	50	69	21	91	34	27	49	71	30	48	2	51	52	28	72	43	84	59	7	10	83	15	37	89	38	23	46	98	42	73	32	62	14	4	19	44	33	20	47	12	31	87	25	13	8	3	1	60	53	68	79	40	5	70	67	9	11	85	41	36	16	26	54	24	18	57	29	75	63	100	17	74	90	86	88	35	82	94	97	99	65	81	6	55	5783
73	45	58	94	96	22	95	93	89	97	87	88	91	81	92	84	90	86	64	78	66	61	99	62	82	100	50	51	39	67	98	79	73	59	30	83	54	75	77	74	80	34	56	52	71	49	2	7	70	38	10	28	15	72	63	14	4	19	37	33	41	32	24	21	29	12	31	76	85	27	13	23	8	3	1	5	9	11	20	25	16	26	68	42	60	43	69	53	47	36	44	40	48	46	18	17	35	65	57	55	6	5744
73	45	58	22	98	96	95	97	93	100	89	87	88	91	84	90	92	78	66	61	50	86	72	21	85	82	67	34	79	81	27	71	56	62	59	49	64	39	51	77	75	80	73	30	48	29	37	63	60	2	94	38	7	76	47	10	15	14	28	4	19	25	41	12	26	83	33	42	32	44	52	99	46	43	31	13	40	8	3	23	53	68	1	36	24	5	74	9	11	70	69	16	20	54	18	17	35	65	57	55	6	5761
73	45	96	58	22	98	95	92	97	93	84	100	90	94	91	87	64	78	72	66	65	86	89	56	50	76	62	52	77	75	73	71	74	21	53	69	67	34	51	81	85	27	49	30	37	47	54	42	2	32	7	10	28	15	63	14	38	4	19	12	26	33	41	31	29	13	23	8	40	68	3	60	43	1	88	24	5	9	11	20	59	16	36	57	44	48	83	79	46	18	17	61	35	99	80	70	25	39	82	6	55	5806
73	45	58	94	96	22	100	95	93	90	87	83	74	99	78	80	89	72	84	66	50	34	30	65	64	48	79	2	69	63	7	10	59	52	62	51	49	28	15	91	86	46	60	14	4	19	92	44	37	33	21	32	97	24	12	31	85	88	76	40	27	13	23	8	68	53	77	3	1	43	41	36	5	73	9	75	47	71	11	42	20	56	16	38	26	54	67	29	18	17	61	57	35	70	39	25	81	82	98	6	55	5756
73	45	58	96	22	100	98	95	93	99	89	97	94	87	88	83	84	64	78	90	91	66	54	21	72	65	59	62	67	42	34	27	49	77	73	56	75	39	68	79	30	37	48	2	7	10	74	51	15	47	14	28	4	19	52	12	46	70	71	26	33	92	76	44	41	40	38	63	32	69	85	31	60	53	50	13	29	8	3	24	23	1	36	5	9	11	86	16	20	43	18	17	61	57	35	25	80	82	81	6	55	5730
73	45	58	94	96	22	100	95	93	89	97	87	88	64	84	90	91	78	66	86	61	76	81	56	49	39	69	73	77	21	63	75	67	59	72	52	27	82	83	68	38	30	2	28	7	10	92	51	15	40	23	32	53	62	14	46	4	19	33	20	12	31	47	85	98	48	44	13	8	34	37	42	3	43	1	5	74	60	9	11	41	36	71	16	26	24	54	50	70	79	29	18	17	35	25	80	65	99	57	55	6	5770
73	45	58	94	96	22	95	97	100	93	88	90	83	89	66	54	85	87	81	42	86	92	50	49	72	77	84	65	62	59	21	34	27	51	68	76	64	37	30	2	7	47	10	63	15	48	14	28	46	73	52	4	19	12	26	33	44	38	32	31	40	13	8	3	24	23	1	36	53	5	9	60	67	71	11	56	16	91	75	41	20	74	69	99	29	43	98	57	79	78	18	17	61	35	80	70	25	39	82	6	55	5775
73	45	58	94	96	22	95	97	92	93	88	87	83	81	84	90	89	86	66	80	91	72	65	62	42	50	49	100	21	74	34	27	51	78	82	73	85	68	69	64	63	37	56	59	30	2	7	47	10	15	48	14	28	46	4	19	39	52	12	26	33	44	54	38	32	53	77	31	40	13	8	3	24	23	1	36	5	9	60	67	71	11	16	76	75	41	20	29	43	98	57	79	18	99	17	61	35	70	25	55	6	5797
73	96	45	58	22	98	95	97	92	93	88	87	83	81	86	74	84	90	91	72	66	65	89	50	21	79	77	59	78	62	67	48	34	27	75	64	99	42	37	47	51	52	2	71	54	69	63	56	73	38	32	53	49	7	10	29	70	9	13	8	3	40	26	30	94	19	100	44	46	31	36	28	33	76	12	68	14	15	60	85	5	1	23	4	24	11	16	41	20	80	43	18	17	61	57	35	25	82	39	6	55	5802
73	45	58	94	96	84	22	100	98	92	95	93	97	51	65	62	78	49	64	70	74	56	69	77	21	27	37	47	34	30	85	59	32	81	29	43	38	48	2	7	67	50	10	15	14	28	4	19	33	40	26	41	24	12	44	46	42	31	13	8	3	60	52	23	1	36	5	99	63	66	53	79	90	68	9	72	89	71	11	91	16	75	80	20	54	18	17	35	73	86	76	25	88	82	83	87	57	61	39	6	55	5784
73	45	58	84	96	93	54	94	95	92	88	97	100	98	83	78	73	72	87	22	99	65	66	62	59	21	70	79	74	71	42	49	38	56	2	75	64	37	80	34	60	85	27	50	47	63	81	51	77	89	43	68	90	69	40	32	53	7	10	52	29	9	13	8	3	26	30	19	41	46	31	33	12	14	24	15	67	5	1	36	23	4	44	48	11	28	16	86	20	18	17	61	57	35	91	76	25	39	82	6	55	5815
73	45	22	98	96	93	95	94	97	83	74	84	78	42	49	90	100	91	21	87	64	66	67	62	79	92	72	65	61	58	59	29	99	27	71	69	51	75	52	68	37	53	38	89	34	2	60	57	54	41	63	32	7	10	73	85	9	13	8	3	46	26	50	30	80	77	48	19	44	28	31	33	12	70	14	15	5	24	1	36	23	4	56	11	16	20	86	43	47	40	18	17	82	35	76	88	25	81	39	6	55	5800
73	45	22	96	51	64	78	99	93	39	58	97	98	61	62	83	67	100	70	74	54	92	88	79	77	94	81	59	95	72	68	50	84	42	49	25	57	63	60	86	66	76	47	52	34	71	2	53	37	48	27	73	21	85	32	7	10	43	9	13	8	3	46	38	35	41	26	30	40	19	31	33	12	14	44	29	15	18	36	5	1	23	90	4	24	11	75	56	28	69	20	17	87	16	65	89	80	91	82	6	55	5836
73	45	58	94	96	22	100	95	97	93	64	61	78	90	91	73	66	84	74	56	39	50	72	89	88	57	65	59	51	98	92	62	54	79	49	71	69	25	41	52	77	80	75	34	21	2	87	53	68	37	85	27	47	32	43	7	10	9	13	8	3	38	29	35	26	30	19	31	28	33	40	12	14	44	15	18	36	5	42	46	86	60	1	70	67	76	23	48	63	83	4	24	11	20	17	16	99	82	81	6	55	5752
73	45	58	96	22	100	98	95	93	88	90	89	92	97	94	87	78	73	72	64	84	61	83	65	80	66	50	49	62	77	59	51	25	75	74	57	41	52	71	34	69	54	21	2	37	63	27	47	32	43	79	7	76	10	9	13	8	3	38	29	35	26	99	30	19	31	28	33	40	12	14	44	15	18	36	53	67	56	5	46	42	60	86	81	85	1	70	68	39	23	48	4	24	11	20	17	16	91	82	6	55	5776
73	45	22	98	96	93	54	88	90	72	100	97	94	89	92	76	87	83	65	50	61	59	51	95	99	74	79	62	63	86	77	70	57	67	49	73	71	25	69	80	85	60	68	91	41	34	52	56	42	21	2	37	27	47	32	43	84	7	78	10	64	66	58	9	13	8	75	3	53	38	29	35	39	26	30	19	31	36	28	33	12	14	44	40	15	18	5	1	23	4	24	11	48	46	82	20	17	81	16	6	55	5864
73	45	58	84	96	93	97	22	95	90	100	94	98	83	87	78	76	77	74	61	80	66	57	65	50	72	89	92	88	25	38	34	75	59	37	62	47	64	71	48	21	79	2	27	86	32	73	42	43	67	49	53	52	51	40	7	10	9	70	13	8	3	85	41	35	39	26	30	19	44	31	36	28	33	56	46	60	68	54	63	12	14	15	99	18	5	1	23	4	24	11	69	29	20	17	16	81	91	82	6	55	5788
73	45	58	94	93	96	88	95	92	100	74	84	54	83	66	56	22	65	62	59	51	89	68	64	72	81	50	57	25	69	63	91	70	38	75	34	37	47	67	2	79	71	80	77	61	27	60	78	21	32	53	49	86	7	10	43	40	9	13	8	3	35	41	26	73	30	44	48	19	46	31	76	36	29	42	33	90	12	14	85	15	18	5	1	23	4	24	11	28	52	97	39	20	87	17	16	99	82	98	6	55	5807
